Ligand,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,PAMPA,pgp_inh,pgp_sub,hia,f20,f30,f50,OATP1B1,OATP1B3,BCRP,BSEP,BBB,MRP1,PPB,logVDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,HLM-Stabiliy,cl-plasma,t0.5,BCF,IGC50,LC50DM,LC50FM,hERG,hERG-10um,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,H-HT,Neurotoxicity-DI,Ototoxicity,Hematotoxicity,Nephrotoxicity-DI,Genotoxicity,RPMI-8226,A549,HEK293,NR-AhR,NR-AR,NR-AR-LBD,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous,Ghose,Veber,Egan,Muegge,log Kp,Brenk,Leadlikeness,Bandgap
16,CSCC(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)NCCN(C)C,498.23,486.3149056,1.02450078,8,4,114.79,11,3,13,10,0,17,0.647058824,5,1,0.411,4.26,0.783,81.366,-0.458,18,0,0,0,0,0,1,0,-2.993000263,2.135298622,1.63118607,146.116278,280.2358064,7.54170294,6.544766781,-5.484925905,-5.152638613,0.986676574,0.000275828,0.994568706,0.509210467,0.080596089,0.419348717,0.997703721,0.010989492,0.107988022,3.78E-05,0.014928919,0.314818233,0.81375277,49.84058909,0.197831025,51.11496817,0.000271095,0.147130534,0.00053459,0.889406204,3.38E-07,0.000111771,4.13E-06,0.960430801,0.000157157,0.74082911,1.24E-06,6.91E-13,0.002155277,0.023388742,7.889654272,1.02470562,0.511871254,3.520556934,5.444507739,4.603646436,0.642869651,0.532218516,0.687686443,0.515609741,0.389706343,0.226986274,0.998431742,0.506051183,3.29E-10,6.03E-05,0.430528909,0.402345747,0.510515392,0.874665558,0.079534054,0.386239141,0.998365462,0.062589265,0.125521928,0.362158328,0.000135627,0.044392101,6.61E-05,4.31E-06,0.014124504,7.16E-07,1.50E-08,0.078839794,0.002557138,9.20E-05,4.12E-06,0.00098627,1,0,6,0,9,0,6,2,0.026,0,0.062,0.461,0.46,0.112,0.002,3,2,1,1,-8,0,2,4.4
17,C#CCN(C)Cc1nc(C2(O)CCN(Cc3ccc(F)cc3)CC2)cs1,373.16,376.7086661,0.990579813,4,1,39.6,6,3,6,6,0,18,0.333333333,0,0,0.791,2.819,0.45,42.207,-1.584,3,0,0,0,0,0,0,0,-3.370532385,2.833915579,2.748370624,140.3866181,270.0410175,8.675029382,7.89012018,-5.046960333,-4.434893115,0.047162037,0.000150027,0.002183875,0.009637654,0.008584917,0.004085243,0.869517848,0.016438883,0.013955337,0.000929719,0.906510592,0.998255908,0.004327268,87.94554507,0.372143596,13.83374813,6.18E-06,0.999578178,4.70E-08,0.991862178,2.56E-08,7.78E-07,0.513617933,0.003846072,4.69E-06,0.998264253,9.42E-05,3.20E-06,4.15E-07,0.007987265,8.832768908,1.03389765,0.399835867,3.066177497,4.515097986,3.701217544,0.745049357,0.621696353,0.018312057,0.370261967,0.619584978,0.752778113,0.788490951,0.676246285,0.002904864,0.008082395,0.996873558,0.708022237,0.955935657,0.712768257,0.132686138,0.986548245,0.980209768,0.081260286,0.016370706,0.571767211,0.000186292,0.001189567,0.00028368,0.000591576,0.074185215,8.55E-07,4.25E-06,0.868425488,0.000468102,0.054489013,0.000140736,0.001388387,2,7,3,0,0,2,8,0,0.023,0.004,0.022,0.218,0.001,0.975,0.018,0,0,0,0,-7.11,1,1,4.6
18,Cn1ccnc1CN1CCC(C)(O)C(NC(=O)c2ccc(F)cc2)C1c1cccs1,428.17,419.8947062,1.019708021,6,2,70.39,6,4,6,8,0,23,0.260869565,3,0,0.655,3.696,0.364,80,-1.272,3,0,0,0,0,0,1,0,-2.971162148,2.039573173,1.632569321,165.3556953,288.1079488,8.638737839,6.573932028,-5.160189113,-4.700917808,0.157311499,0.005728465,0.369315028,0.004894733,0.003529072,0.12230581,0.02967447,0.026073122,0.120509967,0.000312632,0.964913845,0.91106379,0.892732739,96.42780051,0.06705131,2.637832177,0.004251897,0.536386192,0.061426621,0.998401582,0.001313864,0.910139143,0.000393677,0.088928118,0.002482561,0.98512876,0.092829108,0.000252909,0.344710469,0.008578478,5.136475855,0.741927001,0.260298051,2.942187955,4.298102167,3.509071973,0.2476594,0.498054713,0.882361948,0.583348989,0.423870444,0.383167595,0.24051924,0.668923259,1.02E-05,0.049740203,0.753168941,0.713704467,0.793567538,0.772906542,0.167244971,0.928740203,0.999332607,0.044349249,0.02548185,0.499408126,0.000318225,8.43E-06,1.79E-08,1.36E-07,0.019005906,1.13E-07,5.96E-09,0.079807855,4.71E-06,1.07E-05,4.98E-08,9.73E-07,1,7,0,0,0,2,11,0,0.087,0.007,0.007,0.371,0.001,0.361,0,0,0,0,0,-7.52,0,1,5.1
19,COCCNC(=S)NCC1CC2CCN1CC2CN1CCN(c2ccc(F)cc2)CC1,449.26,449.9430609,0.998481895,6,2,43.01,10,5,6,8,0,22,0.454545455,4,0,0.463,4.285,0.696,74.846,-1.686,11,0,0,0,0,0,1,0,-2.560446616,2.290998385,2.008777728,136.8871644,242.9725309,8.629541832,8.442766961,-5.417070609,-4.918485987,0.004860553,0.87750268,0.984520137,0.001660705,0.014773309,0.017285645,0.015381634,0.31185025,0.572380841,3.08E-06,0.990157664,0.999790847,0.994264185,71.18871153,0.210399815,27.12493155,9.34E-11,0.43398422,0.631490469,0.104155697,0.005993363,1.56E-08,0.996255279,0.366272986,0.00015838,0.999999762,0.9867872,5.38E-10,0.004419058,0.017277857,6.181134855,0.726182314,0.576016581,3.184748759,4.714847726,3.85364611,0.963081479,0.839104712,0.632749557,0.652732491,0.723764598,0.82725966,0.088138029,0.751077354,8.30E-08,0.000369203,0.848776817,0.829786181,0.929477513,0.94814074,0.176145062,0.983081758,0.994209647,0.067002624,0.105319649,0.787917972,0.000355319,0.000177509,0.00051034,4.88E-05,0.438381374,0.008507852,6.40E-05,0.708385289,0.000868935,0.162582725,0.001510229,8.72E-05,4,8,6,12,0,2,14,2,0.805,0,0.025,0.861,0.001,0.025,0,1,0,0,0,-7.32,1,2,4.7
20,COCC(=O)NCC1C=C(C)C(CC(=O)N2CCN(c3ccccn3)CC2)CC1C(C)C,442.29,469.8256823,0.941391705,7,1,74.77,10,3,6,7,0,20,0.5,3,1,0.627,3.627,0.64,64.415,-1.245,7,0,0,0,0,1,1,0,-3.634746575,3.239601995,3.193027014,115.4854715,279.5211195,8.409120583,6.481726277,-5.072783404,-4.878109758,0.030800806,0.035252061,0.727952302,0.000312448,0.002720118,0.002365232,0.539014816,0.51354301,0.589817762,3.30E-05,0.984190404,0.334779441,0.977135181,86.86679101,-0.125619122,11.47608304,0.000569278,0.000148185,0.999941468,0.999994874,0.802759647,0.964758039,0.643774569,0.958204091,0.768042564,0.999997854,0.575663269,0.000221035,0.995028436,0.999926329,5.878019277,0.356765526,0.311892007,3.056092877,4.593408504,3.664464289,0.393953621,0.502408504,0.184599549,0.267405331,0.707698345,0.346384168,0.202814206,0.515703678,8.98E-07,0.008886685,0.511904061,0.574858487,0.809733212,0.61034447,0.151692957,0.652422369,0.902376652,0.063370317,0.039641608,0.230971381,7.29E-06,1.10E-07,1.60E-08,2.68E-06,0.020319464,9.72E-06,4.57E-07,0.018079039,2.55E-07,1.71E-05,2.50E-05,1.29E-06,4,0,0,0,0,0,0,2,0.057,0,0.021,0.531,0.001,0.103,0,1,0,0,0,-7.23,1,2,5
21,O=C(CC1(n2cccc2)CCCCC1)NCCc1c[nH]cn1,300.2,316.5138055,0.948457839,5,2,62.71,7,3,6,5,0,17,0.411764706,0,0,0.861,3.157,0.529,36.923,-0.707,0,0,0,0,0,0,0,0,-2.160256744,1.838106968,1.81033602,144.6880206,327.0247543,11.07871196,6.704944266,-5.435753428,-5.028360363,0.200923339,0.272966325,0.783325613,0.059856713,0.047742665,0.115003645,0.287884474,0.224941894,0.340407193,0.0076516,0.888048649,0.495684654,0.474984705,74.78148412,-0.233442201,24.74693128,4.06E-05,0.001133172,0.001022175,0.502861083,3.66E-06,0.629925549,1.91E-06,0.128843933,0.023018353,0.001152265,0.002129512,5.79E-06,0.000121442,0.39705354,8.558611388,0.637097863,0.374318715,3.122142831,4.431212332,3.769370036,0.138042897,0.410992384,0.313939184,0.169897705,0.374623209,0.516988277,0.036532123,0.328930169,2.07E-06,0.025594097,0.555266619,0.628823757,0.964746535,0.579428256,0.333755821,0.252648115,0.985785663,0.022522785,0.016143261,0.11938259,0.001628321,0.041281197,0.000533217,0.320233852,0.011002457,0.003463493,0.21924983,0.908498764,0.096852645,0.028429875,0.191324413,0.023249611,0,0,0,0,0,0,4,0,0.169,0,0.009,0.18,0.001,0.397,0.002,0,0,0,0,-7.01,0,0,5.6
22,O=C1CC(c2ccc3nccnc3c2)c2cn(Cc3ccccc3)c3cccc(c23)N1,404.16,425.4166241,0.950033396,5,1,59.81,3,6,12,5,0,33,0.090909091,1,1,0.455,3.027,0.115,91,-0.799,0,0,0,0,0,1,1,0,-4.903211736,3.917881298,4.029239707,167.8317564,370.6634941,10.30852401,5.376810097,-4.709653522,-4.470351807,0.089210585,0.913438976,0.099725455,0.00019604,0.001174748,0.026734531,0.253302455,0.846221745,0.918046534,0.155196428,0.999724329,0.287064999,0.339737058,98.84602617,-0.178605895,0.924176708,0.85847944,0.787355483,0.850551188,0.023565937,0.525262475,0.06002184,0.148008794,0.01090549,0.997686267,0.998714447,0.993166029,0.000590608,0.961905003,0.094051272,6.163221755,0.548185147,1.742776706,4.236147975,5.189312169,5.114230397,0.703165829,0.733309329,0.988204479,0.939902902,0.5578264,0.926295817,0.577364862,0.874325633,5.02E-07,0.072434463,0.923406303,0.913917482,0.997216582,0.89298743,0.746777654,0.977750897,0.998787701,0.162910372,0.193750441,0.846027851,0.349438608,0.019744987,0.001652934,0.008985098,0.002095609,3.93E-06,0.011243882,0.255980402,0.002091465,0.004356449,0.121682435,0.026580133,0,3,0,0,5,0,12,4,0.944,0.119,0.526,0.632,0.002,0.365,0.057,0,0,0,0,-6.3,0,1,3.5
23,Cn1c(=O)c2c(nc(NCCN)n2Cc2ccc(F)cc2)n(C)c1=O,346.16,330.7962095,1.046444881,8,3,99.87,5,3,9,9,0,18,0.277777778,0,0,0.677,2.38,0.312,19,-1.683,0,0,0,0,0,0,0,0,-2.592391996,1.48645282,1.173543994,153.9799382,292.3207494,9.161782998,6.567628348,-5.741151411,-5.333672254,0.080093369,0.19183822,0.998134613,0.002491593,0.000807822,0.000195682,0.001733601,0.440350473,0.11653161,0.001196574,0.957481563,0.968669593,0.614456832,80.83196507,0.77003577,12.61320208,0.004318467,0.985333145,0.006738578,0.998337865,0.562368572,0.026708055,0.019363467,0.145026371,0.775419712,0.99231863,0.131657973,0.09743581,0.022951847,0.0283862,0.789097315,1.273282858,0.604277061,3.24270404,4.715313783,4.10125163,0.710530162,0.70388186,0.679231465,0.649387956,0.371156752,0.570378125,0.226322979,0.596445978,5.14E-05,0.066438362,0.741498113,0.639961898,0.987786293,0.679124355,0.28632021,0.823804557,0.998128593,0.057194617,0.336853951,0.517297029,0.047800627,0.000280793,2.59E-07,0.000407202,0.002470086,2.27E-06,2.29E-08,0.002306292,0.136379778,3.11E-05,1.91E-05,0.000160961,1,7,0,0,4,2,5,2,0.11,0.006,0.034,0.318,0.005,0.008,0.024,0,0,0,0,-7.96,0,0,4.6
24,Cc1nn(-c2ccc(C(F)(F)F)cc2)c(C)c1C1C=CC(NC(=O)c2cccnc2)C1,426.17,416.75364,1.022594548,5,1,59.81,6,4,6,8,0,23,0.260869565,2,0,0.613,3.421,0.261,80.172,-1.324,0,0,0,0,0,1,1,0,-4.970973469,3.59328182,4.016470039,149.3051876,330.5067251,9.657162556,5.18933808,-4.804877107,-4.794969055,0.235991061,0.304370731,0.090688013,1.19E-07,0.000874102,0.007012904,0.007139981,0.036994461,0.025514811,4.22E-08,0.987232685,0.998138905,0.999895334,97.69812538,0.384281252,2.106150148,0.992376626,0.871073604,0.986802518,0.814872921,0.996897101,0.631006479,5.34E-05,0.378375143,0.999878287,0.989968359,0.861136079,2.66E-05,1,0.461262822,5.006177629,0.667354785,1.01454937,3.516358857,4.882549686,4.342005295,0.532798171,0.462691903,0.955707192,0.217615962,0.512219548,0.832640946,0.168568045,0.385178328,1.22E-05,0.394152611,0.69960618,0.889454782,0.853948593,0.686736882,0.282243639,0.907100201,0.998546243,0.137628943,0.182773575,0.594326198,0.048544124,0.000526149,2.66E-05,0.005627348,0.606932998,0.000510996,0.00073889,0.03283757,9.21E-05,1.63E-05,0.004948507,7.35E-05,2,0,0,0,6,4,13,0,0.447,0.06,0.002,0.604,0.002,0.027,0.009,1,0,1,0,-5.83,1,2,4.6
25,Cc1ccc(CNC(=O)CSc2nc3c(=O)[nH]cnc3n2-c2ccc(C)cc2)cc1,419.14,416.914531,1.00533795,7,2,92.67,7,4,9,8,0,24,0.291666667,0,0,0.469,2.435,0.182,22,-1.784,7,0,0,0,0,0,1,0,-3.828863415,2.018092689,1.729076321,242.5794732,324.4840365,6.995762573,3.603975649,-5.019899765,-4.735098679,0.975663781,0.98453182,4.57E-05,0.058900416,0.008033216,0.030281186,0.044268191,0.963431001,0.931759477,8.05E-08,0.999994397,0.014151296,0.781963348,95.64795973,-0.251652913,3.505776555,5.01E-07,0.033522245,0.999982357,0.611399353,0.989284813,0.262948602,0.9981457,0.000990314,0.999989629,0.603541672,0.049318828,5.68E-10,0.88934952,0.999964595,2.794016707,0.734758308,1.162144379,4.141010541,5.115592993,4.998017589,0.781300783,0.776235521,0.99528271,0.512126565,0.27964589,0.249085292,0.882647991,0.53572458,6.96E-09,0.01043226,0.182627648,0.555617154,0.922506809,0.355734438,0.167796046,0.749689937,0.998676121,0.03660379,0.044587743,0.620082796,0.027574055,0.004054126,0.000378185,0.021790221,0.023899173,0.000185859,0.01303766,0.226302251,0.020168945,0.007532415,0.112206161,0.076973692,0,0,0,0,6,0,16,0,0.784,0.101,0.15,0.533,0.002,0.173,0.001,0,0,0,0,-6.35,0,2,5.1
26,Nc1ncncc1-c1noc(C2CCCN2Cc2ccc(C(F)(F)F)cc2)n1,390.14,357.540153,1.091178142,7,2,93.96,5,4,6,10,0,22,0.227272727,1,0,0.729,3.01,0.333,76.667,-1.574,7,0,0,0,0,0,0,0,-4.308833493,3.313112033,3.293371396,146.853379,290.9049677,8.088301028,5.669420276,-4.743619349,-4.803983679,0.02075289,0.85701251,0.041766703,0.00317359,0.009028196,0.307865202,0.104929686,0.732243359,0.690866649,0.016498787,0.980340719,0.909817576,0.981897175,91.20295702,0.642275715,7.537610164,0.008667923,0.463397563,0.471529514,0.099250205,0.062326942,0.007445599,0.003433337,0.00120274,0.975166678,0.111065157,0.024280515,4.77E-05,0.993160605,0.047249909,8.319134302,0.757819553,1.949664004,3.843192213,5.314035668,4.711182084,0.691982508,0.750202954,0.977347195,0.250405788,0.700963259,0.940206826,0.025415052,0.422920763,1.85E-07,0.023224801,0.970405221,0.916973531,0.982128978,0.964294255,0.325922877,0.713774145,0.999555409,0.168771058,0.401914537,0.891332746,0.006739663,0.148241535,0.013084386,0.138688877,0.156658217,4.03E-05,0.001067431,0.075963281,0.039285872,5.68E-05,0.005679985,0.05940165,1,0,0,0,2,4,0,2,0.027,0.004,0.084,0.435,0.003,0.336,0.005,0,0,0,0,-6.9,0,1,4.6
27,COc1ccc(CCNC(=O)c2ccc(Cn3c(=O)c4ccccc4n(Cc4cccc(C)c4)c3=O)cc2)cc1OC,563.24,591.2321942,0.952654483,8,1,91.56,11,5,10,8,0,32,0.34375,0,0,0.269,2.316,0.206,29,-1.024,7,0,0,0,0,0,1,1,-5.674186763,3.98918056,4.225888051,120.4816183,354.4146735,10.81468564,4.309979694,-5.097306065,-4.641852681,0.001840462,0.996872008,0.080733471,0.002184033,0.000422776,0.000309825,0.000146985,0.567109287,0.170800239,5.26E-05,0.999952078,0.002160058,0.516594827,96.95330698,-0.120533333,2.89244057,0.965282083,0.205687106,0.999979854,0.999943852,0.999999523,0.000919428,0.016927034,0.002323399,0.999999881,0.785217464,0.829428971,4.78E-08,1,0.988730013,5.524150903,0.860691557,0.902292643,4.636094397,5.736785632,5.676622692,0.900573909,0.902843416,0.935534835,0.719225466,0.053967182,0.883677185,0.364995986,0.635219932,2.39E-08,0.009488571,0.324176759,0.776231587,0.994321465,0.735646725,0.572235107,0.650654554,0.999563873,0.083187453,0.395539433,0.84251827,0.007253281,0.000274153,1.13E-05,0.011389117,0.150008366,6.02E-05,5.77E-06,0.014933289,0.000861112,0.00889131,0.010822777,0.047154494,0,0,0,0,10,0,7,0,1,0.364,0.022,0.979,0.001,0.421,0.001,3,1,0,1,-5.95,0,3,4.6
28,FC(F)(F)c1ccc(CN2CCC(c3nc4ccccc4s3)C2)cc1,362.11,343.2043523,1.055085687,2,0,16.13,4,4,9,6,0,21,0.19047619,1,0,0.628,2.521,0.316,73.04,-2.029,3,0,0,0,0,1,1,0,-5.199187498,4.04532836,4.823010393,163.509525,328.5572877,10.13336059,7.292979903,-4.914446138,-4.692748534,0.060111094,0.939690948,0.204029039,0.007542968,0.0809865,0.380542159,0.121980965,0.35733974,0.545895994,0.000867784,0.979511023,0.960288167,0.976228356,98.41423499,0.589654036,0.961982779,0.446139514,0.999968886,0.998837888,0.997683525,0.992287397,0.060364332,0.999962091,0.980126083,0.966580272,0.999457777,0.50813663,0.018355345,0.665231705,0.922028422,8.094796197,0.517663633,2.280482915,3.935318795,5.673117878,4.963158409,0.941088498,0.857095659,0.359392524,0.280571133,0.776016474,0.817654133,0.263162673,0.431686312,0.000432685,0.033310011,0.957460463,0.862040937,0.959244907,0.765520513,0.213367105,0.888840079,0.999160528,0.107806772,0.3341133,0.845992148,0.913060009,0.02458341,0.033953801,0.118328974,0.613774538,0.000354206,0.361073554,0.962636292,0.426895916,0.021209585,0.933240652,0.081352822,1,0,0,0,10,3,12,0,0.912,0.057,0.023,0.973,0.003,0.269,0.016,1,0,1,1,-4.95,0,2,5.4
29,O=C(NC1CCN2C(=O)N(c3ccc(Cl)cc3)C(=O)C2C1)c1cnccn1,385.09,358.4957785,1.074182802,8,1,95.5,4,4,9,9,0,25,0.16,2,0,0.813,3.143,0.278,75.565,-1.691,0,0,0,0,0,0,0,0,-3.692674255,1.683709117,1.564198352,235.5133751,315.140454,7.543831567,2.090979859,-4.784145661,-4.61401963,0.779829264,0.151945025,0.059082851,0.002973735,0.006276548,0.010001838,0.067020595,0.59442246,0.43828845,0.002670594,0.995187283,0.032267019,0.330741674,81.68197913,-0.010198024,15.32593385,0.007121055,0.978808165,0.077888466,0.883961737,0.005686411,0.999991059,0.000203788,0.838817537,0.756026566,0.999745071,0.044294171,0.010070479,0.208866909,0.253022671,1.420872481,1.383729551,0.163693158,2.785237769,4.764358582,3.454291252,0.552255511,0.635863662,0.991099775,0.165024832,0.418763816,0.536431253,0.151483685,0.266398132,1.66E-08,0.00429889,0.484882623,0.845000088,0.975924194,0.851493061,0.726682544,0.929234087,0.999997735,0.018692801,0.029681304,0.744995177,0.167613611,0.00824191,0.005631923,0.040087458,0.109358706,0.003162429,0.004238455,0.399543971,0.006556175,0.011503247,0.078065328,0.036258969,1,7,0,0,10,2,18,2,0.032,0.001,0.007,0.353,0.005,0.095,0,0,0,0,0,-7.76,1,1,4.4
30,CC(=O)NCCNC(=O)C1CN2CCC1CC2Cn1cc(CN)nn1,349.22,343.634788,1.016253337,9,4,118.17,9,4,5,9,0,16,0.5625,4,0,0.527,4.516,0.75,59.5,-1.382,0,0,0,0,0,0,0,0,-0.81961242,-0.132211701,-0.767531225,158.2746522,304.8389007,7.382687949,7.599502593,-5.869951046,-5.43301768,0.98118639,5.81E-05,0.999619722,0.44761157,0.019097328,0.081785142,0.383716226,0.009267024,0.104177281,3.00E-07,0.004624197,0.003486402,0.355536938,10.43496176,-0.424226052,86.22346669,1.63E-09,0.004126843,9.24E-11,0.838872612,1.02E-14,0.001525335,2.34E-06,0.670428753,1.87E-05,0.084805734,1.79E-05,8.30E-11,3.36E-06,2.13E-05,5.209358539,1.024808803,0.070419034,2.693106083,4.291557007,3.32846589,0.631052971,0.577235878,0.308159322,0.567170262,0.1745812,0.919125259,0.223373383,0.363594025,1.05E-10,2.21E-05,0.342725426,0.81292671,0.904767513,0.994070232,0.33698684,0.28488785,0.99998343,0.043958865,0.014780928,0.585594475,0.002819082,0.027942535,0.002893334,0.000828024,0.680595756,0.000930494,0.000118363,0.863092721,0.034145638,1.76E-05,0.000416142,0.00055368,0,0,0,0,2,0,10,0,0.076,0,0.005,0.272,0.009,0.088,0.031,1,0,0,1,-10.04,0,1,6.1
31,S=C(NCC1CC2CCN1CC2CN1CCCCC1)Nc1ccc(-n2cccn2)cc1,438.26,449.548644,0.974888938,6,2,48.36,8,6,6,7,0,27,0.296296296,4,0,0.675,4.323,0.583,87.158,-2.054,10,0,0,0,0,1,1,0,-3.197985839,3.045986247,3.161268224,146.4341448,289.1365614,9.705270915,8.433808259,-5.512837128,-5.439742795,0.117880709,0.29840675,0.001446426,6.79E-06,0.000899315,0.004299581,0.019154131,0.103929311,0.81246835,4.98E-08,0.995560408,0.988774061,0.95417124,71.51548533,0.416224702,27.5717283,3.57E-13,1.07E-08,5.59E-07,0.03032231,1.39E-06,8.99E-13,0.998780549,0.121102057,8.37E-06,0.999998689,0.836230993,4.45E-13,0.998615146,0.40781045,6.03424727,0.634339905,1.204617859,3.604858922,4.254825025,4.163049465,0.938271701,0.87959975,0.64071095,0.445009649,0.51660639,0.878867447,0.100861408,0.670433283,5.59E-07,0.003572296,0.884667397,0.676847696,0.925780356,0.91076535,0.03909165,0.781461239,0.935433686,0.072153546,0.156793594,0.84119004,0.002389268,9.76E-05,8.32E-05,0.085638911,0.077394716,9.85E-05,0.001405834,0.675225735,0.16801165,0.148486301,0.031480465,0.038757697,0,1,6,0,5,0,21,2,0.971,0,0.017,0.861,0.001,0.145,0.007,1,0,0,0,-6.66,1,2,4
32,C=C(C)C1CC=C(C2CCC(C)(NC)C3CCC(C)=CC23)CO1,315.26,357.9803825,0.880662783,2,1,21.26,3,3,10,2,0,18,0.166666667,5,1,0.766,4.96,0.714,49.611,2.397,0,0,0,0,0,1,0,0,-3.19227558,3.206871108,3.701663131,87.64952818,247.9084074,9.403005487,7.936433309,-4.704443223,-4.950046779,0.03208115,0.003755887,0.050106991,0.000264585,0.000332117,0.012627184,0.838834733,0.151464581,0.832718968,0.010697704,0.127480373,0.978781641,0.972942352,65.80155744,0.717369433,30.47291857,0.000136353,0.996629536,1.53E-05,1,1.45E-08,4.10E-05,0.218220338,0.999637365,0.00415164,0.970867395,4.43E-05,0.999200284,2.60E-06,0.001060073,13.31284931,1.381799373,2.336518218,4.176382625,5.586230229,4.96246649,0.370500326,0.580236971,0.051563133,0.190603286,0.770678043,0.904095471,0.098202512,0.507690907,0.000200681,0.006289288,0.903862536,0.636926055,0.627007902,0.684610426,0.144978538,0.063065931,0.505246878,0.077198744,0.096786752,0.296341509,0.001128273,2.54E-05,2.48E-06,8.43E-05,0.138813555,0.067119181,3.10E-06,0.002132645,4.82E-05,0.002440121,0.003369117,3.45E-06,3,0,0,0,0,0,0,4,0.145,0,0.002,0.038,0.028,0.006,0.022,0,0,0,0,-5.77,1,0,6
